"GISJOIN","YEAR","STATE","COUNTY","full_owners","part_owners","managers","tenants"
"G2901070",1935,"Missouri","Lafayette",1348,446,7,1225
"G2901090",1935,"Missouri","Lawrence",1671,702,24,1037
"G2901110",1935,"Missouri","Lewis",756,327,10,705
"G2901130",1935,"Missouri","Lincoln",1126,508,21,736
"G2901150",1935,"Missouri","Linn",1137,419,7,812
"G2901170",1935,"Missouri","Livingston",936,399,16,869
"G2901190",1935,"Missouri","McDonald",1532,172,10,1044
"G2901210",1935,"Missouri","Macon",1860,612,8,1226
"G2901230",1935,"Missouri","Madison",731,45,1,272
"G2901250",1935,"Missouri","Maries",975,137,2,489
"G2901270",1935,"Missouri","Marion",892,215,5,622
"G2901290",1935,"Missouri","Mercer",762,332,7,764
"G2901310",1935,"Missouri","Miller",1334,282,4,623
"G2901330",1935,"Missouri","Mississippi",174,58,10,2045
"G2901350",1935,"Missouri","Moniteau",1037,312,3,506
"G2901370",1935,"Missouri","Monroe",1034,493,15,973
"G2901390",1935,"Missouri","Montgomery",952,440,5,688
"G2901410",1935,"Missouri","Morgan",998,271,8,716
"G2901430",1935,"Missouri","New Madrid",372,58,11,3826
"G2901450",1935,"Missouri","Newton",1978,554,11,1712
"G2901470",1935,"Missouri","Nodaway",1409,429,27,1749
"G2901490",1935,"Missouri","Oregon",1225,150,11,669
"G2901510",1935,"Missouri","Osage",1355,228,7,414
"G2901530",1935,"Missouri","Ozark",1370,118,1,577
"G2901550",1935,"Missouri","Pemiscot",677,161,10,3609
"G2901570",1935,"Missouri","Perry",1042,347,3,530
"G2901590",1935,"Missouri","Pettis",1182,433,19,1159
"G2901610",1935,"Missouri","Phelps",1304,192,10,603
"G2901630",1935,"Missouri","Pike",1110,442,25,907
"G2901650",1935,"Missouri","Platte",939,225,7,756
"G2901670",1935,"Missouri","Polk",1976,349,15,1060
"G2901690",1935,"Missouri","Pulaski",993,156,7,573
"G2901710",1935,"Missouri","Putnam",1036,429,4,770
"G2901730",1935,"Missouri","Ralls",860,282,9,685
"G2901750",1935,"Missouri","Randolph",1222,287,9,698
"G2901770",1935,"Missouri","Ray",1267,520,13,1041
"G2901790",1935,"Missouri","Reynolds",1037,31,2,219
"G2901810",1935,"Missouri","Ripley",975,236,4,608
"G2901830",1935,"Missouri","St Charles",906,355,17,749
"G2901850",1935,"Missouri","St Clair",938,443,8,1038
"G2901860",1935,"Missouri","Ste Genevieve",697,252,7,317
"G2901870",1935,"Missouri","St Francois",844,219,6,529
"G2901890",1935,"Missouri","St Louis",2712,407,56,1011
"G2901950",1935,"Missouri","Saline",1214,490,12,1255
"G2901970",1935,"Missouri","Schuyler",628,244,3,401
"G2901990",1935,"Missouri","Scotland",676,356,4,604
"G2902010",1935,"Missouri","Scott",364,157,5,1478
"G2902030",1935,"Missouri","Shannon",1013,69,5,523
"G2902050",1935,"Missouri","Shelby",872,430,5,799
"G2902070",1935,"Missouri","Stoddard",1221,485,8,2761
"G2902090",1935,"Missouri","Stone",1183,194,7,782
"G2902110",1935,"Missouri","Sullivan",1041,447,6,1106
"G2902130",1935,"Missouri","Taney",898,197,4,590
"G2902150",1935,"Missouri","Texas",2448,257,5,1004
"G2902170",1935,"Missouri","Vernon",1262,628,13,1509
"G2902190",1935,"Missouri","Warren",683,189,3,391
"G2902210",1935,"Missouri","Washington",829,190,5,515
"G2902230",1935,"Missouri","Wayne",1065,184,3,571
"G2902250",1935,"Missouri","Webster",1694,367,13,900
"G2902270",1935,"Missouri","Worth",496,182,0,529
"G2902290",1935,"Missouri","Wright",2122,237,9,844
"G2905100",1935,"Missouri","St Louis City",51,0,24,49
"G3000010",1935,"Montana","Beaverhead",301,150,12,88
"G3000030",1935,"Montana","Big Horn",441,225,9,488
"G3000050",1935,"Montana","Blaine",609,474,25,293
"G3000070",1935,"Montana","Broadwater",167,81,4,85
"G3000090",1935,"Montana","Carbon",621,177,5,413
"G3000110",1935,"Montana","Carter",416,349,1,143
"G3000130",1935,"Montana","Cascade",701,340,16,421
"G3000150",1935,"Montana","Chouteau",451,763,11,465
"G3000170",1935,"Montana","Custer",301,280,13,156
"G3000190",1935,"Montana","Daniels",259,292,0,353
"G3000210",1935,"Montana","Dawson",272,413,2,330
"G3000230",1935,"Montana","Deer Lodge",112,8,10,47
"G3000250",1935,"Montana","Fallon",140,302,1,251
"G3000270",1935,"Montana","Fergus",568,700,15,716
"G3000290",1935,"Montana","Flathead",899,190,1,399
"G3000310",1935,"Montana","Gallatin",595,191,16,579
"G3000330",1935,"Montana","Garfield",555,334,3,170
"G3000350",1935,"Montana","Glacier",386,158,10,114
"G3000370",1935,"Montana","Golden Valley",79,164,0,105
"G3000390",1935,"Montana","Granite",122,61,8,56
"G3000410",1935,"Montana","Hill",420,677,4,424
"G3000430",1935,"Montana","Jefferson",279,69,2,117
"G3000450",1935,"Montana","Judith Basin",157,231,3,351
"G3000470",1935,"Montana","Lake",807,409,6,474
"G3000490",1935,"Montana","Lewis And Clark",325,138,15,156
"G3000510",1935,"Montana","Liberty",95,282,0,90
"G3000530",1935,"Montana","Lincoln",502,54,0,178
"G3000550",1935,"Montana","McCone",355,374,1,216
"G3000570",1935,"Montana","Madison",403,165,10,205
"G3000590",1935,"Montana","Meagher",219,54,9,23
"G3000610",1935,"Montana","Mineral",76,18,0,33
"G3000630",1935,"Montana","Missoula",581,91,14,190
"G3000650",1935,"Montana","Musselshell",125,185,6,137
"G3000670",1935,"Montana","Park",331,150,6,212
"G3000690",1935,"Montana","Petroleum",97,186,2,88
"G3000710",1935,"Montana","Phillips",739,507,6,270
"G3000730",1935,"Montana","Pondera",303,363,5,349
"G3000750",1935,"Montana","Powder River",489,344,4,108
"G3000770",1935,"Montana","Powell",181,99,7,88
"G3000790",1935,"Montana","Prairie",158,235,0,146
"G3000810",1935,"Montana","Ravalli",828,188,14,447
"G3000830",1935,"Montana","Richland",642,377,4,483
"G3000850",1935,"Montana","Roosevelt",654,430,4,328
"G3000870",1935,"Montana","Rosebud",651,215,7,207
"G3000890",1935,"Montana","Sanders",468,193,3,183
"G3000910",1935,"Montana","Sheridan",601,423,2,470
"G3000930",1935,"Montana","Silver Bow",144,11,3,34
"G3000950",1935,"Montana","Stillwater",294,299,11,343
"G3000970",1935,"Montana","Sweet Grass",213,189,4,129
"G3000990",1935,"Montana","Teton",313,496,1,262
"G3001010",1935,"Montana","Toole",153,335,2,145
"G3001030",1935,"Montana","Treasure",88,85,1,82
"G3001050",1935,"Montana","Valley",859,540,3,304
"G3001070",1935,"Montana","Wheatland",55,136,4,102
"G3001090",1935,"Montana","Wibaux",103,187,1,177
"G3001110",1935,"Montana","Yellowstone",806,351,6,762
"G3001130",1935,"Montana","Yellowstone National Park",NA,NA,NA,NA
"G3100010",1935,"Nebraska","Adams",480,331,10,938
"G3100030",1935,"Nebraska","Antelope",673,333,11,1167
"G3100050",1935,"Nebraska","Arthur",85,59,10,76
"G3100070",1935,"Nebraska","Banner",118,109,5,151
"G3100090",1935,"Nebraska","Blaine",110,60,4,117
"G3100110",1935,"Nebraska","Boone",569,254,16,1198
"G3100130",1935,"Nebraska","Box Butte",269,233,9,421
"G3100150",1935,"Nebraska","Boyd",314,189,3,608
"G3100170",1935,"Nebraska","Brown",239,177,7,374
"G3100190",1935,"Nebraska","Buffalo",851,481,14,1239
"G3100210",1935,"Nebraska","Burt",423,223,5,951
"G3100230",1935,"Nebraska","Butler",756,336,2,874
"G3100250",1935,"Nebraska","Cass",719,318,16,998
"G3100270",1935,"Nebraska","Cedar",726,275,2,1280
"G3100290",1935,"Nebraska","Chase",165,229,5,380
"G3100310",1935,"Nebraska","Cherry",467,421,50,512
"G3100330",1935,"Nebraska","Cheyenne",252,386,5,678
"G3100350",1935,"Nebraska","Clay",454,385,2,940
"G3100370",1935,"Nebraska","Colfax",585,321,10,546
"G3100390",1935,"Nebraska","Cuming",785,307,12,832
"G3100410",1935,"Nebraska","Custer",1167,638,18,2019
"G3100430",1935,"Nebraska","Dakota",294,111,1,440
"G3100450",1935,"Nebraska","Dawes",280,203,18,385
"G3100470",1935,"Nebraska","Dawson",648,378,3,1094
"G3100490",1935,"Nebraska","Deuel",131,175,1,237
"G3100510",1935,"Nebraska","Dixon",500,202,5,820
"G3100530",1935,"Nebraska","Dodge",699,290,8,924
"G3100550",1935,"Nebraska","Douglas",822,235,24,770
"G3100570",1935,"Nebraska","Dundy",207,182,10,337
"G3100590",1935,"Nebraska","Fillmore",485,381,5,1059
"G3100610",1935,"Nebraska","Franklin",502,270,4,645
"G3100630",1935,"Nebraska","Frontier",400,312,2,687
"G3100650",1935,"Nebraska","Furnas",469,333,8,779
"G3100670",1935,"Nebraska","Gage",996,439,10,1552
"G3100690",1935,"Nebraska","Garden",270,145,10,340
"G3100710",1935,"Nebraska","Garfield",152,79,5,263
"G3100730",1935,"Nebraska","Gosper",257,156,4,452
"G3100750",1935,"Nebraska","Grant",47,44,4,20
"G3100770",1935,"Nebraska","Greeley",343,210,3,601
"G3100790",1935,"Nebraska","Hall",569,260,4,825
"G3100810",1935,"Nebraska","Hamilton",486,363,8,974
"G3100830",1935,"Nebraska","Harlan",387,277,5,631
"G3100850",1935,"Nebraska","Hayes",190,175,8,289
"G3100870",1935,"Nebraska","Hitchcock",299,242,12,397
"G3100890",1935,"Nebraska","Holt",670,591,18,1192
"G3100910",1935,"Nebraska","Hooker",30,50,1,77
"G3100930",1935,"Nebraska","Howard",701,247,2,674
"G3100950",1935,"Nebraska","Jefferson",653,283,14,986
"G3100970",1935,"Nebraska","Johnson",448,217,3,666
"G3100990",1935,"Nebraska","Kearney",324,322,10,566
"G3101010",1935,"Nebraska","Keith",193,206,6,402
"G3101030",1935,"Nebraska","Keya Paha",171,160,5,235
"G3101050",1935,"Nebraska","Kimball",135,163,3,330
"G3101070",1935,"Nebraska","Knox",745,349,6,1604
"G3101090",1935,"Nebraska","Lancaster",1149,573,28,1578
"G3101110",1935,"Nebraska","Lincoln",716,431,20,1095
"G3101130",1935,"Nebraska","Logan",71,79,4,141
"G3101150",1935,"Nebraska","Loup",114,70,5,142
"G3101170",1935,"Nebraska","McPherson",79,91,7,142
"G3101190",1935,"Nebraska","Madison",701,299,22,988
"G3101210",1935,"Nebraska","Merrick",484,269,10,639
"G3101230",1935,"Nebraska","Morrill",323,206,7,591
"G3101250",1935,"Nebraska","Nance",366,137,5,708
"G3101270",1935,"Nebraska","Nemaha",505,309,10,753
"G3101290",1935,"Nebraska","Nuckolls",404,275,4,927
"G3101310",1935,"Nebraska","Otoe",775,301,12,1164
"G3101330",1935,"Nebraska","Pawnee",553,225,4,622
"G3101350",1935,"Nebraska","Perkins",205,276,3,474
"G3101370",1935,"Nebraska","Phelps",304,274,0,632
"G3101390",1935,"Nebraska","Pierce",490,222,10,929
"G3101410",1935,"Nebraska","Platte",896,414,7,1006
"G3101430",1935,"Nebraska","Polk",488,251,3,799
"G3101450",1935,"Nebraska","Red Willow",397,267,12,553
"G3101470",1935,"Nebraska","Richardson",741,265,9,1066
"G3101490",1935,"Nebraska","Rock",151,156,3,300
"G3101510",1935,"Nebraska","Saline",917,494,0,777
"G3101530",1935,"Nebraska","Sarpy",479,167,8,499
"G3101550",1935,"Nebraska","Saunders",1102,532,11,1145
"G3101570",1935,"Nebraska","Scotts Bluff",650,219,35,1073
"G3101590",1935,"Nebraska","Seward",737,399,6,1090
"G3101610",1935,"Nebraska","Sheridan",442,337,19,522
"G3101630",1935,"Nebraska","Sherman",490,203,5,746
"G3101650",1935,"Nebraska","Sioux",290,190,18,320
"G3101670",1935,"Nebraska","Stanton",546,155,8,540
"G3101690",1935,"Nebraska","Thayer",527,353,6,947
"G3101710",1935,"Nebraska","Thomas",60,62,1,96
"G3101730",1935,"Nebraska","Thurston",238,243,6,802
"G3101750",1935,"Nebraska","Valley",488,210,5,668
"G3101770",1935,"Nebraska","Washington",642,220,7,768
"G3101790",1935,"Nebraska","Wayne",483,169,5,866
"G3101810",1935,"Nebraska","Webster",474,247,8,839
"G3101830",1935,"Nebraska","Wheeler",107,85,9,235
"G3101850",1935,"Nebraska","York",567,362,7,1074
"G3200010",1935,"Nevada","Churchill",439,53,17,109
"G3200030",1935,"Nevada","Clark",165,27,4,45
"G3200050",1935,"Nevada","Douglas",100,19,6,5
"G3200070",1935,"Nevada","Elko",443,56,55,41
"G3200090",1935,"Nevada","Esmeralda",26,0,3,0
"G3200110",1935,"Nevada","Eureka",44,6,7,2
"G3200130",1935,"Nevada","Humboldt",138,13,28,38
"G3200150",1935,"Nevada","Lander",40,4,8,6
"G3200170",1935,"Nevada","Lincoln",179,14,6,19
"G3200190",1935,"Nevada","Lyon",252,21,22,115
"G3200210",1935,"Nevada","Mineral",78,2,1,12
"G3200230",1935,"Nevada","Nye",102,9,11,14
"G3200250",1935,"Nevada","Ormsby",27,5,5,8
"G3200270",1935,"Nevada","Pershing",66,11,13,20
"G3200290",1935,"Nevada","Storey",6,0,0,2
"G3200310",1935,"Nevada","Washoe",386,45,20,84
"G3200330",1935,"Nevada","White Pine",155,17,9,13
"G3300010",1935,"New Hampshire","Belknap",895,105,10,73
"G3300030",1935,"New Hampshire","Carroll",777,189,21,91
"G3300050",1935,"New Hampshire","Cheshire",1207,87,22,116
"G3300070",1935,"New Hampshire","Coos",970,171,18,130
"G3300090",1935,"New Hampshire","Grafton",2028,245,24,207
"G3300110",1935,"New Hampshire","Hillsborough",2178,228,38,145
"G3300130",1935,"New Hampshire","Merrimack",2040,234,44,153
"G3300150",1935,"New Hampshire","Rockingham",2293,296,15,136
"G3300170",1935,"New Hampshire","Strafford",996,89,10,81
"G3300190",1935,"New Hampshire","Sullivan",1051,121,9,152
"G3400010",1935,"New Jersey","Atlantic",1861,100,14,150
"G3400030",1935,"New Jersey","Bergen",535,74,15,128
"G3400050",1935,"New Jersey","Burlington",1441,124,127,430
"G3400070",1935,"New Jersey","Camden",755,43,10,143
"G3400090",1935,"New Jersey","Cape May",536,101,7,121
"G3400110",1935,"New Jersey","Cumberland",2755,176,42,533
"G3400130",1935,"New Jersey","Essex",213,15,11,48
"G3400150",1935,"New Jersey","Gloucester",1875,130,40,466
"G3400170",1935,"New Jersey","Hudson",75,0,1,17
"G3400190",1935,"New Jersey","Hunterdon",2025,115,23,346
"G3400210",1935,"New Jersey","Mercer",806,90,20,247
"G3400230",1935,"New Jersey","Middlesex",925,103,20,222
"G3400250",1935,"New Jersey","Monmouth",2070,153,48,491
"G3400270",1935,"New Jersey","Morris",914,42,25,186
"G3400290",1935,"New Jersey","Ocean",716,21,7,77
"G3400310",1935,"New Jersey","Passaic",379,42,13,95
"G3400330",1935,"New Jersey","Salem",1059,66,8,522
"G3400350",1935,"New Jersey","Somerset",929,76,41,224
"G3400370",1935,"New Jersey","Sussex",901,42,37,359
"G3400390",1935,"New Jersey","Union",260,13,12,49
"G3400410",1935,"New Jersey","Warren",977,49,30,388
"G3500010",1935,"New Mexico","Bernalillo",1462,80,21,225
"G3500030",1935,"New Mexico","Catron",887,130,22,128
"G3500050",1935,"New Mexico","Chaves",640,220,8,471
"G3500070",1935,"New Mexico","Colfax",376,174,30,304
"G3500090",1935,"New Mexico","Curry",533,326,11,566
"G3500110",1935,"New Mexico","De Baca",202,132,8,55
"G3500130",1935,"New Mexico","Dona Ana",1069,176,34,714
"G3500150",1935,"New Mexico","Eddy",315,103,8,349
"G3500170",1935,"New Mexico","Grant",504,95,22,161
"G3500190",1935,"New Mexico","Guadalupe",507,207,6,131
"G3500210",1935,"New Mexico","Harding",293,228,2,182
"G3500230",1935,"New Mexico","Hidalgo",304,104,5,28
"G3500250",1935,"New Mexico","Lea",281,262,28,165
"G3500270",1935,"New Mexico","Lincoln",513,110,6,87
"G3500290",1935,"New Mexico","Luna",177,82,5,41
"G3500310",1935,"New Mexico","McKinley",1517,25,6,78
"G3500330",1935,"New Mexico","Mora",1188,161,12,128
"G3500350",1935,"New Mexico","Otero",539,45,13,160
"G3500370",1935,"New Mexico","Quay",445,461,5,401
"G3500390",1935,"New Mexico","Rio Arriba",2836,316,8,277
"G3500410",1935,"New Mexico","Roosevelt",653,461,21,783
"G3500430",1935,"New Mexico","Sandoval",1700,55,9,107
"G3500450",1935,"New Mexico","San Juan",1414,45,7,203
"G3500470",1935,"New Mexico","San Miguel",1737,278,20,315
"G3500490",1935,"New Mexico","Santa Fe",1004,81,19,157
"G3500510",1935,"New Mexico","Sierra",330,68,10,62
"G3500530",1935,"New Mexico","Socorro",966,256,4,176
"G3500550",1935,"New Mexico","Taos",1763,279,2,232
"G3500570",1935,"New Mexico","Torrance",870,211,1,420
"G3500590",1935,"New Mexico","Union",479,456,21,556
"G3500610",1935,"New Mexico","Valencia",1873,114,20,195
"G3600010",1935,"New York","Albany",1746,180,21,257
"G3600030",1935,"New York","Allegany",2578,528,36,635
"G3600050",1935,"New York","Bronx",13,0,0,7
"G3600070",1935,"New York","Broome",2803,182,29,282
"G3600090",1935,"New York","Cattaraugus",3535,448,20,757
"G3600110",1935,"New York","Cayuga",2730,530,34,591
"G3600130",1935,"New York","Chautauqua",5232,740,54,991
"G3600150",1935,"New York","Chemung",1384,124,18,319
"G3600170",1935,"New York","Chenango",2990,220,45,381
"G3600190",1935,"New York","Clinton",2383,234,52,357
"G3600210",1935,"New York","Columbia",2148,124,68,231
"G3600230",1935,"New York","Cortland",1501,200,47,223
"G3600250",1935,"New York","Delaware",3475,228,72,355
"G3600270",1935,"New York","Dutchess",1592,186,161,297
"G3600290",1935,"New York","Erie",4694,745,74,929
"G3600310",1935,"New York","Essex",1750,96,57,151
"G3600330",1935,"New York","Franklin",2410,150,64,270
"G3600350",1935,"New York","Fulton",1221,46,3,76
"G3600370",1935,"New York","Genesee",1967,279,23,478
"G3600390",1935,"New York","Greene",1688,127,21,104
"G3600410",1935,"New York","Hamilton",205,16,2,22
"G3600430",1935,"New York","Herkimer",2097,182,28,356
"G3600450",1935,"New York","Jefferson",3404,286,48,1255
"G3600470",1935,"New York","Kings",36,3,0,3
"G3600490",1935,"New York","Lewis",2419,120,26,201
"G3600510",1935,"New York","Livingston",1343,444,36,586
"G3600530",1935,"New York","Madison",2585,315,37,421
"G3600550",1935,"New York","Monroe",3504,451,72,1057
"G3600570",1935,"New York","Montgomery",1357,214,16,333
"G3600590",1935,"New York","Nassau",296,130,50,138
"G3600610",1935,"New York","New York",0,0,0,0
"G3600630",1935,"New York","Niagara",2789,521,63,820
"G3600650",1935,"New York","Oneida",4666,413,64,596
"G3600670",1935,"New York","Onondaga",4222,574,40,812
"G3600690",1935,"New York","Ontario",2533,496,60,796
"G3600710",1935,"New York","Orange",2767,258,116,737
"G3600730",1935,"New York","Orleans",1540,257,29,782
"G3600750",1935,"New York","Oswego",4528,390,30,607
"G3600770",1935,"New York","Otsego",3570,299,92,416
"G3600790",1935,"New York","Putnam",338,37,45,93
"G3600810",1935,"New York","Queens",202,6,11,73
"G3600830",1935,"New York","Rensselaer",2320,142,18,230
"G3600850",1935,"New York","Richmond",64,1,4,22
"G3600870",1935,"New York","Rockland",232,22,32,35
"G3600890",1935,"New York","St Lawrence",5307,328,89,1276
"G3600910",1935,"New York","Saratoga",2439,148,26,213
"G3600930",1935,"New York","Schenectady",703,83,7,97
"G3600950",1935,"New York","Schoharie",2043,242,35,271
"G3600970",1935,"New York","Schuyler",1008,228,11,300
"G3600990",1935,"New York","Seneca",1158,299,24,462
"G3601010",1935,"New York","Steuben",3999,722,58,1005
"G3601030",1935,"New York","Suffolk",1282,485,111,342
"G3601050",1935,"New York","Sullivan",2868,155,15,170
"G3601070",1935,"New York","Tioga",2006,189,15,221
"G3601090",1935,"New York","Tompkins",1770,311,24,353
"G3601110",1935,"New York","Ulster",3311,147,54,262
"G3601130",1935,"New York","Warren",960,115,14,124
"G3601150",1935,"New York","Washington",2470,229,26,368
"G3601170",1935,"New York","Wayne",3867,352,75,705
"G3601190",1935,"New York","Westchester",533,21,137,104
"G3601210",1935,"New York","Wyoming",1869,394,21,500
"G3601230",1935,"New York","Yates",1296,211,14,247
"G3700010",1935,"North Carolina","Alamance",1624,330,4,873
"G3700030",1935,"North Carolina","Alexander",1172,379,3,612
"G3700050",1935,"North Carolina","Alleghany",1130,237,3,281
"G3700070",1935,"North Carolina","Anson",987,208,16,2294
"G3700090",1935,"North Carolina","Ashe",2429,722,9,901
"G3700110",1935,"North Carolina","Avery",1219,287,13,471
"G3700130",1935,"North Carolina","Beaufort",1615,622,12,1304
"G3700150",1935,"North Carolina","Bertie",937,250,2,2048
"G3700170",1935,"North Carolina","Bladen",1408,666,1,951
"G3700190",1935,"North Carolina","Brunswick",1379,347,6,347
"G3700210",1935,"North Carolina","Buncombe",3018,849,17,1635
"G3700230",1935,"North Carolina","Burke",1782,214,6,666
"G3700250",1935,"North Carolina","Cabarrus",923,293,12,1157
"G3700270",1935,"North Carolina","Caldwell",1778,259,6,580
"G3700290",1935,"North Carolina","Camden",333,93,3,450
"G3700310",1935,"North Carolina","Carteret",519,167,6,193
"G3700330",1935,"North Carolina","Caswell",827,200,3,1977
"G3700350",1935,"North Carolina","Catawba",1875,542,7,1057
"G3700370",1935,"North Carolina","Chatham",1912,316,2,1013
"G3700390",1935,"North Carolina","Cherokee",1408,165,1,916
"G3700410",1935,"North Carolina","Chowan",358,172,9,488
"G3700430",1935,"North Carolina","Clay",593,109,0,306
"G3700450",1935,"North Carolina","Cleveland",1709,260,4,3295
"G3700470",1935,"North Carolina","Columbus",2487,613,4,1722
"G3700490",1935,"North Carolina","Craven",846,342,5,1146
"G3700510",1935,"North Carolina","Cumberland",1276,347,8,1624
"G3700530",1935,"North Carolina","Currituck",348,157,3,424
"G3700550",1935,"North Carolina","Dare",115,2,0,9
"G3700570",1935,"North Carolina","Davidson",2147,647,3,844
"G3700590",1935,"North Carolina","Davie",802,267,10,793
"G3700610",1935,"North Carolina","Duplin",2090,752,1,2784
"G3700630",1935,"North Carolina","Durham",777,95,21,1068
"G3700650",1935,"North Carolina","Edgecombe",595,110,44,2765
"G3700670",1935,"North Carolina","Forsyth",1880,519,20,1001
"G3700690",1935,"North Carolina","Franklin",1197,226,7,2730
"G3700710",1935,"North Carolina","Gaston",1334,304,5,1228
"G3700730",1935,"North Carolina","Gates",619,184,0,592
"G3700750",1935,"North Carolina","Graham",427,121,0,313
"G3700770",1935,"North Carolina","Granville",1027,171,7,2073
"G3700790",1935,"North Carolina","Greene",460,61,2,2309
"G3700810",1935,"North Carolina","Guilford",2734,695,31,1685
"G3700830",1935,"North Carolina","Halifax",1050,388,21,2589
"G3700850",1935,"North Carolina","Harnett",1755,236,3,2226
"G3700870",1935,"North Carolina","Haywood",1750,294,6,1147
"G3700890",1935,"North Carolina","Henderson",1566,372,18,734
"G3700910",1935,"North Carolina","Hertford",529,151,3,1355
"G3700930",1935,"North Carolina","Hoke",440,97,2,1105
"G3700950",1935,"North Carolina","Hyde",345,268,1,438
"G3700970",1935,"North Carolina","Iredell",1966,440,7,1793
"G3700990",1935,"North Carolina","Jackson",1707,191,7,796
"G3701010",1935,"North Carolina","Johnston",2670,410,12,4525
"G3701030",1935,"North Carolina","Jones",407,87,1,1104
"G3701050",1935,"North Carolina","Lee",770,196,3,817
"G3701070",1935,"North Carolina","Lenoir",766,106,7,2508
"G3701090",1935,"North Carolina","Lincoln",1355,178,4,1401
"G3701110",1935,"North Carolina","McDowell",957,261,2,487
"G3701130",1935,"North Carolina","Macon",1439,262,0,582
"G3701150",1935,"North Carolina","Madison",2141,403,4,1647
"G3701170",1935,"North Carolina","Martin",864,176,9,1634
"G3701190",1935,"North Carolina","Mecklenburg",1497,301,15,2310
"G3701210",1935,"North Carolina","Mitchell",1318,334,3,388
"G3701230",1935,"North Carolina","Montgomery",839,131,6,500
"G3701250",1935,"North Carolina","Moore",1283,271,31,753
"G3701270",1935,"North Carolina","Nash",1399,258,9,3750
"G3701290",1935,"North Carolina","New Hanover",269,99,3,64
"G3701310",1935,"North Carolina","Northampton",877,299,5,2205
"G3701330",1935,"North Carolina","Onslow",1240,219,2,1273
"G3701350",1935,"North Carolina","Orange",1040,198,0,718
"G3701370",1935,"North Carolina","Pamlico",503,327,4,243
"G3701390",1935,"North Carolina","Pasquotank",441,217,3,494
"G3701410",1935,"North Carolina","Pender",1375,504,1,628
"G3701430",1935,"North Carolina","Perquimans",415,198,3,576
"G3701450",1935,"North Carolina","Person",747,120,0,1805
"G3701470",1935,"North Carolina","Pitt",1645,176,7,4556
"G3701490",1935,"North Carolina","Polk",740,97,2,726
"G3701510",1935,"North Carolina","Randolph",3079,555,1,1253
"G3701530",1935,"North Carolina","Richmond",726,118,32,1076
"G3701550",1935,"North Carolina","Robeson",1960,379,21,5636
"G3701570",1935,"North Carolina","Rockingham",1425,264,9,2725
"G3701590",1935,"North Carolina","Rowan",1760,567,13,1359
"G3701610",1935,"North Carolina","Rutherford",1920,363,5,2031
"G3701630",1935,"North Carolina","Sampson",2792,672,6,2841
"G3701650",1935,"North Carolina","Scotland",393,41,10,1429
"G3701670",1935,"North Carolina","Stanly",1376,411,5,936
"G3701690",1935,"North Carolina","Stokes",1570,259,1,2037
"G3701710",1935,"North Carolina","Surry",2186,437,7,2069
"G3701730",1935,"North Carolina","Swain",893,132,1,707
"G3701750",1935,"North Carolina","Transylvania",613,141,5,319
"G3701770",1935,"North Carolina","Tyrrell",320,114,2,277
"G3701790",1935,"North Carolina","Union",1990,315,1,2768
"G3701810",1935,"North Carolina","Vance",784,131,3,1643
"G3701830",1935,"North Carolina","Wake",2295,370,13,3297
"G3701850",1935,"North Carolina","Warren",1043,324,2,1818
"G3701870",1935,"North Carolina","Washington",436,149,4,613
"G3701890",1935,"North Carolina","Watauga",1685,465,11,453
"G3701910",1935,"North Carolina","Wayne",1256,320,15,3484
"G3701930",1935,"North Carolina","Wilkes",3707,643,4,1276
"G3701950",1935,"North Carolina","Wilson",938,96,2,3316
"G3701970",1935,"North Carolina","Yadkin",1587,473,4,1015
"G3701990",1935,"North Carolina","Yancey",1459,413,1,978
"G3800010",1935,"North Dakota","Adams",281,430,4,255
"G3800030",1935,"North Dakota","Barnes",672,458,14,1187
"G3800050",1935,"North Dakota","Benson",696,517,13,907
"G3800070",1935,"North Dakota","Billings",188,221,9,179
"G3800090",1935,"North Dakota","Bottineau",820,559,5,987
"G3800110",1935,"North Dakota","Bowman",201,394,0,170
"G3800130",1935,"North Dakota","Burke",511,469,1,457
"G3800150",1935,"North Dakota","Burleigh",291,497,7,611
"G3800170",1935,"North Dakota","Cass",850,587,23,1180
"G3800190",1935,"North Dakota","Cavalier",663,559,8,921
"G3800210",1935,"North Dakota","Dickey",321,399,5,707
"G3800230",1935,"North Dakota","Divide",511,543,2,520
"G3800250",1935,"North Dakota","Dunn",449,675,2,438
"G3800270",1935,"North Dakota","Eddy",168,191,7,365
"G3800290",1935,"North Dakota","Emmons",403,532,2,641
"G3800310",1935,"North Dakota","Foster",192,162,6,458
"G3800330",1935,"North Dakota","Golden Valley",143,255,2,190
"G3800350",1935,"North Dakota","Grand Forks",838,497,14,1082
"G3800370",1935,"North Dakota","Grant",369,650,2,481
"G3800390",1935,"North Dakota","Griggs",355,174,1,548
"G3800410",1935,"North Dakota","Hettinger",305,550,6,374
"G3800430",1935,"North Dakota","Kidder",224,511,3,402
"G3800450",1935,"North Dakota","LaMoure",445,459,10,815
"G3800470",1935,"North Dakota","Logan",284,456,2,392
"G3800490",1935,"North Dakota","McHenry",641,759,4,838
"G3800510",1935,"North Dakota","McIntosh",322,502,2,334
"G3800530",1935,"North Dakota","McKenzie",715,760,5,451
"G3800550",1935,"North Dakota","McLean",741,1053,5,843
"G3800570",1935,"North Dakota","Mercer",396,454,2,352
"G3800590",1935,"North Dakota","Morton",680,651,7,622
