STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH
01,010,Autauga County,001,0010
01,010,Baldwin County,003,0030
01,010,Barbour County,005,0050
01,010,Bibb County,007,0070
01,010,Blount County,009,0090
01,010,Bullock County,011,0110
01,010,Butler County,013,0130
01,010,Calhoun County,015,0150
01,010,Chambers County,017,0170
01,010,Cherokee County,019,0190
01,010,Chilton County,021,0210
01,010,Choctaw County,023,0230
01,010,Clarke County,025,0250
01,010,Clay County,027,0270
01,010,Cleburne County,029,0290
01,010,Coffee County,031,0310
01,010,Colbert County,033,0330
01,010,Conecuh County,035,0350
01,010,Coosa County,037,0370
01,010,Covington County,039,0390
01,010,Crenshaw County,041,0410
01,010,Cullman County,043,0430
01,010,Dale County,045,0450
01,010,Dallas County,047,0470
01,010,DeKalb County,049,0490
01,010,Elmore County,051,0510
01,010,Escambia County,053,0530
01,010,Etowah County,055,0550
01,010,Fayette County,057,0570
01,010,Franklin County,059,0590
01,010,Geneva County,061,0610
01,010,Greene County,063,0630
01,010,Hale County,065,0650
01,010,Henry County,067,0670
01,010,Houston County,069,0690
01,010,Jackson County,071,0710
01,010,Jefferson County,073,0730
01,010,Lamar County,075,0750
01,010,Lauderdale County,077,0770
01,010,Lawrence County,079,0790
01,010,Lee County,081,0810
01,010,Limestone County,083,0830
01,010,Lowndes County,085,0850
01,010,Macon County,087,0870
01,010,Madison County,089,0890
01,010,Marengo County,091,0910
01,010,Marion County,093,0930
01,010,Marshall County,095,0950
01,010,Mobile County,097,0970
01,010,Monroe County,099,0990
01,010,Montgomery County,101,1010
01,010,Morgan County,103,1030
01,010,Perry County,105,1050
01,010,Pickens County,107,1070
01,010,Pike County,109,1090
01,010,Randolph County,111,1110
01,010,Russell County,113,1130
01,010,Shelby County,117,1170
01,010,St. Clair County,115,1150
01,010,Sumter County,119,1190
01,010,Talladega County,121,1210
01,010,Tallapoosa County,123,1230
01,010,Tuscaloosa County,125,1250
01,010,Walker County,127,1270
01,010,Washington County,129,1290
01,010,Wilcox County,131,1310
01,010,Winston County,133,1330
02,020,Aleutian Islands,010,0100
02,020,Anchorage Municipality,020,0200
02,020,Angoon,030,0300
02,020,Barrow,040,0400
02,020,Bethel Census Area,050,0500
02,020,Bristol Bay Borough,060,0600
02,020,Bristol Bay Division,062,0620
02,020,Cordova-McCarthy,080,0800
02,020,Fairbanks North Star Borough,090,0900
02,020,Haines Borough,100,1000
02,020,Juneau City and Borough,110,1100
02,020,Kenai-Cook Inlet,120,1200
02,020,Ketchikan Gateway Borough,130,1300
02,020,Kobuk,140,1400
02,020,Kodiak Island Borough,150,1500
02,020,Kuskokwim,160,1600
02,020,Matanuska-Susitna Borough,170,1700
02,020,Nome Census Area,180,1800
02,020,Outer Ketchikan,190,1900
02,020,Prince Of Wales,200,2000
02,020,Seward,210,2100
02,020,Sitka City and Borough,220,2200
02,020,Skagway Municipality,230,2300
02,020,Southeast Fairbanks Census Area,240,2400
02,020,Upper Yukon,250,2500
02,020,Valdez-Chitina-Whittier,260,2600
02,020,Wade Hampton Census Area,270,2700
02,020,Wrangell-Petersburg,280,2800
02,020,Yukon-Koyukuk Census Area,290,2900
04,040,Apache County,001,0010
04,040,Cochise County,003,0030
04,040,Coconino County,005,0050
04,040,Gila County,007,0070
04,040,Graham County,009,0090
04,040,Greenlee County,011,0110
04,040,Maricopa County,013,0130
04,040,Mohave County,015,0150
04,040,Navajo County,017,0170
04,040,Pima County,019,0190
04,040,Pinal County,021,0210
04,040,Santa Cruz County,023,0230
04,040,Yavapai County,025,0250
04,040,Yuma County,027,0270
05,050,Arkansas County,001,0010
05,050,Ashley County,003,0030
05,050,Baxter County,005,0050
05,050,Benton County,007,0070
05,050,Boone County,009,0090
05,050,Bradley County,011,0110
05,050,Calhoun County,013,0130
05,050,Carroll County,015,0150
05,050,Chicot County,017,0170
05,050,Clark County,019,0190
05,050,Clay County,021,0210
05,050,Cleburne County,023,0230
05,050,Cleveland County,025,0250
05,050,Columbia County,027,0270
05,050,Conway County,029,0290
05,050,Craighead County,031,0310
05,050,Crawford County,033,0330
05,050,Crittenden County,035,0350
05,050,Cross County,037,0370
05,050,Dallas County,039,0390
05,050,Desha County,041,0410
05,050,Drew County,043,0430
05,050,Faulkner County,045,0450
05,050,Franklin County,047,0470
05,050,Fulton County,049,0490
05,050,Garland County,051,0510
05,050,Grant County,053,0530
05,050,Greene County,055,0550
05,050,Hempstead County,057,0570
05,050,Hot Spring County,059,0590
05,050,Howard County,061,0610
05,050,Independence County,063,0630
05,050,Izard County,065,0650
05,050,Jackson County,067,0670
05,050,Jefferson County,069,0690
05,050,Johnson County,071,0710
05,050,Lafayette County,073,0730
05,050,Lawrence County,075,0750
05,050,Lee County,077,0770
05,050,Lincoln County,079,0790
05,050,Little River County,081,0810
05,050,Logan County,083,0830
05,050,Lonoke County,085,0850
05,050,Madison County,087,0870
05,050,Marion County,089,0890
05,050,Miller County,091,0910
05,050,Mississippi County,093,0930
05,050,Monroe County,095,0950
05,050,Montgomery County,097,0970
05,050,Nevada County,099,0990
05,050,Newton County,101,1010
05,050,Ouachita County,103,1030
05,050,Perry County,105,1050
05,050,Phillips County,107,1070
05,050,Pike County,109,1090
05,050,Poinsett County,111,1110
05,050,Polk County,113,1130
05,050,Pope County,115,1150
05,050,Prairie County,117,1170
05,050,Pulaski County,119,1190
05,050,Randolph County,121,1210
05,050,Saline County,125,1250
05,050,Scott County,127,1270
05,050,Searcy County,129,1290
05,050,Sebastian County,131,1310
05,050,Sevier County,133,1330
05,050,Sharp County,135,1350
05,050,St. Francis County,123,1230
05,050,Stone County,137,1370
05,050,Union County,139,1390
05,050,Van Buren County,141,1410
05,050,Washington County,143,1430
05,050,White County,145,1450
05,050,Woodruff County,147,1470
05,050,Yell County,149,1490
06,060,Alameda County,001,0010
06,060,Alpine County,003,0030
06,060,Amador County,005,0050
06,060,Butte County,007,0070
06,060,Calaveras County,009,0090
06,060,Colusa County,011,0110
06,060,Contra Costa County,013,0130
06,060,Del Norte County,015,0150
06,060,El Dorado County,017,0170
06,060,Fresno County,019,0190
06,060,Glenn County,021,0210
06,060,Humboldt County,023,0230
06,060,Imperial County,025,0250
06,060,Inyo County,027,0270
06,060,Kern County,029,0290
06,060,Kings County,031,0310
06,060,Lake County,033,0330
06,060,Lassen County,035,0350
06,060,Los Angeles County,037,0370
06,060,Madera County,039,0390
06,060,Marin County,041,0410
06,060,Mariposa County,043,0430
06,060,Mendocino County,045,0450
06,060,Merced County,047,0470
06,060,Modoc County,049,0490
06,060,Mono County,051,0510
06,060,Monterey County,053,0530
06,060,Napa County,055,0550
06,060,Nevada County,057,0570
06,060,Orange County,059,0590
06,060,Placer County,061,0610
06,060,Plumas County,063,0630
06,060,Riverside County,065,0650
06,060,Sacramento County,067,0670
06,060,San Benito County,069,0690
06,060,San Bernardino County,071,0710
06,060,San Diego County,073,0730
06,060,San Francisco County,075,0750
06,060,San Joaquin County,077,0770
06,060,San Luis Obispo County,079,0790
06,060,San Mateo County,081,0810
06,060,Santa Barbara County,083,0830
06,060,Santa Clara County,085,0850
06,060,Santa Cruz County,087,0870
06,060,Shasta County,089,0890
06,060,Sierra County,091,0910
06,060,Siskiyou County,093,0930
06,060,Solano County,095,0950
06,060,Sonoma County,097,0970
06,060,Stanislaus County,099,0990
06,060,Sutter County,101,1010
06,060,Tehama County,103,1030
06,060,Trinity County,105,1050
06,060,Tulare County,107,1070
06,060,Tuolumne County,109,1090
06,060,Ventura County,111,1110
06,060,Yolo County,113,1130
06,060,Yuba County,115,1150
08,080,Adams County,001,0010
08,080,Alamosa County,003,0030
08,080,Arapahoe County,005,0050
08,080,Archuleta County,007,0070
08,080,Baca County,009,0090
08,080,Bent County,011,0110
08,080,Boulder County,013,0130
08,080,Chaffee County,015,0150
08,080,Cheyenne County,017,0170
08,080,Clear Creek County,019,0190
08,080,Conejos County,021,0210
08,080,Costilla County,023,0230
08,080,Crowley County,025,0250
08,080,Custer County,027,0270
08,080,Delta County,029,0290
08,080,Denver County,031,0310
08,080,Dolores County,033,0330
08,080,Douglas County,035,0350
08,080,Eagle County,037,0370
08,080,El Paso County,041,0410
08,080,Elbert County,039,0390
08,080,Fremont County,043,0430
08,080,Garfield County,045,0450
08,080,Gilpin County,047,0470
08,080,Grand County,049,0490
08,080,Gunnison County,051,0510
08,080,Hinsdale County,053,0530
08,080,Huerfano County,055,0550
08,080,Jackson County,057,0570
08,080,Jefferson County,059,0590
08,080,Kiowa County,061,0610
08,080,Kit Carson County,063,0630
08,080,La Plata County,067,0670
08,080,Lake County,065,0650
08,080,Larimer County,069,0690
08,080,Las Animas County,071,0710
08,080,Lincoln County,073,0730
08,080,Logan County,075,0750
08,080,Mesa County,077,0770
08,080,Mineral County,079,0790
08,080,Moffat County,081,0810
08,080,Montezuma County,083,0830
08,080,Montrose County,085,0850
08,080,Morgan County,087,0870
08,080,Otero County,089,0890
08,080,Ouray County,091,0910
08,080,Park County,093,0930
08,080,Phillips County,095,0950
08,080,Pitkin County,097,0970
08,080,Prowers County,099,0990
08,080,Pueblo County,101,1010
08,080,Rio Blanco County,103,1030
08,080,Rio Grande County,105,1050
08,080,Routt County,107,1070
08,080,Saguache County,109,1090
08,080,San Juan County,111,1110
08,080,San Miguel County,113,1130
08,080,Sedgwick County,115,1150
08,080,Summit County,117,1170
08,080,Teller County,119,1190
08,080,Washington County,121,1210
08,080,Weld County,123,1230
08,080,Yuma County,125,1250
09,090,Fairfield County,001,0010
09,090,Hartford County,003,0030
09,090,Litchfield County,005,0050
09,090,Middlesex County,007,0070
09,090,New Haven County,009,0090
09,090,New London County,011,0110
09,090,Tolland County,013,0130
09,090,Windham County,015,0150
10,100,Kent County,001,0010
10,100,New Castle County,003,0030
10,100,Sussex County,005,0050
11,110,District of Columbia,001,0010
12,120,Alachua County,001,0010
12,120,Baker County,003,0030
12,120,Bay County,005,0050
12,120,Bradford County,007,0070
12,120,Brevard County,009,0090
12,120,Broward County,011,0110
12,120,Calhoun County,013,0130
12,120,Charlotte County,015,0150
12,120,Citrus County,017,0170
12,120,Clay County,019,0190
12,120,Collier County,021,0210
12,120,Columbia County,023,0230
12,120,Dade County,025,0250
12,120,DeSoto County,027,0270
12,120,Dixie County,029,0290
12,120,Duval County,031,0310
12,120,Escambia County,033,0330
12,120,Flagler County,035,0350
12,120,Franklin County,037,0370
12,120,Gadsden County,039,0390
12,120,Gilchrist County,041,0410
12,120,Glades County,043,0430
12,120,Gulf County,045,0450
12,120,Hamilton County,047,0470
12,120,Hardee County,049,0490
12,120,Hendry County,051,0510
12,120,Hernando County,053,0530
12,120,Highlands County,055,0550
12,120,Hillsborough County,057,0570
12,120,Holmes County,059,0590
12,120,Indian River County,061,0610
12,120,Jackson County,063,0630
12,120,Jefferson County,065,0650
12,120,Lafayette County,067,0670
12,120,Lake County,069,0690
12,120,Lee County,071,0710
12,120,Leon County,073,0730
12,120,Levy County,075,0750
12,120,Liberty County,077,0770
12,120,Madison County,079,0790
12,120,Manatee County,081,0810
12,120,Marion County,083,0830
12,120,Martin County,085,0850
12,120,Monroe County,087,0870
12,120,Nassau County,089,0890
12,120,Okaloosa County,091,0910
12,120,Okeechobee County,093,0930
12,120,Orange County,095,0950
12,120,Osceola County,097,0970
12,120,Palm Beach County,099,0990
12,120,Pasco County,101,1010
12,120,Pinellas County,103,1030
12,120,Polk County,105,1050
12,120,Putnam County,107,1070
12,120,Santa Rosa County,113,1130
12,120,Sarasota County,115,1150
12,120,Seminole County,117,1170
12,120,St. Johns County,109,1090
12,120,St. Lucie County,111,1110
12,120,Sumter County,119,1190
12,120,Suwannee County,121,1210
12,120,Taylor County,123,1230
12,120,Union County,125,1250
12,120,Volusia County,127,1270
12,120,Wakulla County,129,1290
12,120,Walton County,131,1310
12,120,Washington County,133,1330
13,130,Appling County,001,0010
13,130,Atkinson County,003,0030
13,130,Bacon County,005,0050
13,130,Baker County,007,0070
13,130,Baldwin County,009,0090
13,130,Banks County,011,0110
13,130,Barrow County,013,0130
13,130,Bartow County,015,0150
13,130,Ben Hill County,017,0170
13,130,Berrien County,019,0190
13,130,Bibb County,021,0210
13,130,Bleckley County,023,0230
13,130,Brantley County,025,0250
13,130,Brooks County,027,0270
13,130,Bryan County,029,0290
13,130,Bulloch County,031,0310
13,130,Burke County,033,0330
13,130,Butts County,035,0350
13,130,Calhoun County,037,0370
13,130,Camden County,039,0390
13,130,Candler County,043,0430
13,130,Carroll County,045,0450
13,130,Catoosa County,047,0470
13,130,Charlton County,049,0490
13,130,Chatham County,051,0510
13,130,Chattahoochee County,053,0530
13,130,Chattooga County,055,0550
13,130,Cherokee County,057,0570
13,130,Clarke County,059,0590
13,130,Clay County,061,0610
13,130,Clayton County,063,0630
13,130,Clinch County,065,0650
13,130,Cobb County,067,0670
13,130,Coffee County,069,0690
13,130,Colquitt County,071,0710
13,130,Columbia County,073,0730
13,130,Cook County,075,0750
13,130,Coweta County,077,0770
13,130,Crawford County,079,0790
13,130,Crisp County,081,0810
13,130,Dade County,083,0830
13,130,Dawson County,085,0850
13,130,DeKalb County,089,0890
13,130,Decatur County,087,0870
13,130,Dodge County,091,0910
13,130,Dooly County,093,0930
13,130,Dougherty County,095,0950
13,130,Douglas County,097,0970
13,130,Early County,099,0990
13,130,Echols County,101,1010
13,130,Effingham County,103,1030
13,130,Elbert County,105,1050
13,130,Emanuel County,107,1070
13,130,Evans County,109,1090
13,130,Fannin County,111,1110
13,130,Fayette County,113,1130
13,130,Floyd County,115,1150
13,130,Forsyth County,117,1170
13,130,Franklin County,119,1190
13,130,Fulton County,121,1210
13,130,Gilmer County,123,1230
13,130,Glascock County,125,1250
13,130,Glynn County,127,1270
13,130,Gordon County,129,1290
13,130,Grady County,131,1310
13,130,Greene County,133,1330
13,130,Gwinnett County,135,1350
13,130,Habersham County,137,1370
13,130,Hall County,139,1390
13,130,Hancock County,141,1410
13,130,Haralson County,143,1430
13,130,Harris County,145,1450
13,130,Hart County,147,1470
13,130,Heard County,149,1490
13,130,Henry County,151,1510
13,130,Houston County,153,1530
13,130,Irwin County,155,1550
13,130,Jackson County,157,1570
13,130,Jasper County,159,1590
13,130,Jeff Davis County,161,1610
13,130,Jefferson County,163,1630
13,130,Jenkins County,165,1650
13,130,Johnson County,167,1670
13,130,Jones County,169,1690
13,130,Lamar County,171,1710
13,130,Lanier County,173,1730
13,130,Laurens County,175,1750
13,130,Lee County,177,1770
13,130,Liberty County,179,1790
13,130,Lincoln County,181,1810
13,130,Long County,183,1830
13,130,Lowndes County,185,1850
13,130,Lumpkin County,187,1870
13,130,Macon County,193,1930
13,130,Madison County,195,1950
13,130,Marion County,197,1970
13,130,McDuffie County,189,1890
13,130,McIntosh County,191,1910
13,130,Meriwether County,199,1990
13,130,Miller County,201,2010
13,130,Mitchell County,205,2050
13,130,Monroe County,207,2070
13,130,Montgomery County,209,2090
13,130,Morgan County,211,2110
13,130,Murray County,213,2130
13,130,Muscogee County,215,2150
13,130,Newton County,217,2170
13,130,Oconee County,219,2190
13,130,Oglethorpe County,221,2210
13,130,Paulding County,223,2230
13,130,Peach County,225,2250
13,130,Pickens County,227,2270
13,130,Pierce County,229,2290
13,130,Pike County,231,2310
13,130,Polk County,233,2330
13,130,Pulaski County,235,2350
13,130,Putnam County,237,2370
13,130,Quitman County,239,2390
13,130,Rabun County,241,2410
13,130,Randolph County,243,2430
13,130,Richmond County,245,2450
13,130,Rockdale County,247,2470
13,130,Schley County,249,2490
13,130,Screven County,251,2510
13,130,Seminole County,253,2530
13,130,Spalding County,255,2550
13,130,Stephens County,257,2570
13,130,Stewart County,259,2590
13,130,Sumter County,261,2610
13,130,Talbot County,263,2630
13,130,Taliaferro County,265,2650
13,130,Tattnall County,267,2670
13,130,Taylor County,269,2690
13,130,Telfair County,271,2710
13,130,Terrell County,273,2730
13,130,Thomas County,275,2750
13,130,Tift County,277,2770
13,130,Toombs County,279,2790
13,130,Towns County,281,2810
13,130,Treutlen County,283,2830
13,130,Troup County,285,2850
13,130,Turner County,287,2870
13,130,Twiggs County,289,2890
13,130,Union County,291,2910
13,130,Upson County,293,2930
13,130,Walker County,295,2950
13,130,Walton County,297,2970
13,130,Ware County,299,2990
13,130,Warren County,301,3010
13,130,Washington County,303,3030
13,130,Wayne County,305,3050
13,130,Webster County,307,3070
13,130,Wheeler County,309,3090
13,130,White County,311,3110
13,130,Whitfield County,313,3130
13,130,Wilcox County,315,3150
13,130,Wilkes County,317,3170
13,130,Wilkinson County,319,3190
13,130,Worth County,321,3210
15,150,Hawaii County,001,0010
15,150,Honolulu County,003,0030
15,150,Kauai County,007,0070
15,150,Maui County,009,0090
16,160,Ada County,001,0010
16,160,Adams County,003,0030
16,160,Bannock County,005,0050
16,160,Bear Lake County,007,0070
16,160,Benewah County,009,0090
16,160,Bingham County,011,0110
16,160,Blaine County,013,0130
16,160,Boise County,015,0150
16,160,Bonner County,017,0170
16,160,Bonneville County,019,0190
16,160,Boundary County,021,0210
16,160,Butte County,023,0230
16,160,Camas County,025,0250
16,160,Canyon County,027,0270
16,160,Caribou County,029,0290
16,160,Cassia County,031,0310
16,160,Clark County,033,0330
16,160,Clearwater County,035,0350
16,160,Custer County,037,0370
16,160,Elmore County,039,0390
16,160,Franklin County,041,0410
16,160,Fremont County,043,0430
16,160,Gem County,045,0450
16,160,Gooding County,047,0470
16,160,Idaho County,049,0490
16,160,Jefferson County,051,0510
16,160,Jerome County,053,0530
16,160,Kootenai County,055,0550
16,160,Latah County,057,0570
16,160,Lemhi County,059,0590
16,160,Lewis County,061,0610
16,160,Lincoln County,063,0630
16,160,Madison County,065,0650
16,160,Minidoka County,067,0670
16,160,Nez Perce County,069,0690
16,160,Oneida County,071,0710
16,160,Owyhee County,073,0730
16,160,Payette County,075,0750
16,160,Power County,077,0770
16,160,Shoshone County,079,0790
16,160,Teton County,081,0810
16,160,Twin Falls County,083,0830
16,160,Valley County,085,0850
16,160,Washington County,087,0870
17,170,Adams County,001,0010
17,170,Alexander County,003,0030
17,170,Bond County,005,0050
17,170,Boone County,007,0070
17,170,Brown County,009,0090
17,170,Bureau County,011,0110
17,170,Calhoun County,013,0130
17,170,Carroll County,015,0150
17,170,Cass County,017,0170
17,170,Champaign County,019,0190
17,170,Christian County,021,0210
17,170,Clark County,023,0230
17,170,Clay County,025,0250
17,170,Clinton County,027,0270
17,170,Coles County,029,0290
17,170,Cook County,031,0310
17,170,Crawford County,033,0330
17,170,Cumberland County,035,0350
17,170,De Witt County,039,0390
17,170,DeKalb County,037,0370
17,170,Douglas County,041,0410
17,170,DuPage County,043,0430
17,170,Edgar County,045,0450
17,170,Edwards County,047,0470
17,170,Effingham County,049,0490
17,170,Fayette County,051,0510
17,170,Ford County,053,0530
17,170,Franklin County,055,0550
17,170,Fulton County,057,0570
17,170,Gallatin County,059,0590
17,170,Greene County,061,0610
17,170,Grundy County,063,0630
17,170,Hamilton County,065,0650
17,170,Hancock County,067,0670
17,170,Hardin County,069,0690
17,170,Henderson County,071,0710
17,170,Henry County,073,0730
17,170,Iroquois County,075,0750
17,170,Jackson County,077,0770
17,170,Jasper County,079,0790
17,170,Jefferson County,081,0810
17,170,Jersey County,083,0830
17,170,Jo Daviess County,085,0850
17,170,Johnson County,087,0870
17,170,Kane County,089,0890
17,170,Kankakee County,091,0910
17,170,Kendall County,093,0930
17,170,Knox County,095,0950
17,170,LaSalle County,099,0990
17,170,Lake County,097,0970
17,170,Lawrence County,101,1010
17,170,Lee County,103,1030
17,170,Livingston County,105,1050
17,170,Logan County,107,1070
17,170,Macon County,115,1150
17,170,Macoupin County,117,1170
17,170,Madison County,119,1190
17,170,Marion County,121,1210
17,170,Marshall County,123,1230
17,170,Mason County,125,1250
17,170,Massac County,127,1270
17,170,McDonough County,109,1090
17,170,McHenry County,111,1110
17,170,McLean County,113,1130
17,170,Menard County,129,1290
17,170,Mercer County,131,1310
17,170,Monroe County,133,1330
17,170,Montgomery County,135,1350
17,170,Morgan County,137,1370
17,170,Moultrie County,139,1390
17,170,Ogle County,141,1410
17,170,Peoria County,143,1430
17,170,Perry County,145,1450
17,170,Piatt County,147,1470
17,170,Pike County,149,1490
17,170,Pope County,151,1510
17,170,Pulaski County,153,1530
17,170,Putnam County,155,1550
17,170,Randolph County,157,1570
17,170,Richland County,159,1590
17,170,Rock Island County,161,1610
17,170,Saline County,165,1650
17,170,Sangamon County,167,1670
17,170,Schuyler County,169,1690
17,170,Scott County,171,1710
17,170,Shelby County,173,1730
17,170,St. Clair County,163,1630
17,170,Stark County,175,1750
17,170,Stephenson County,177,1770
17,170,Tazewell County,179,1790
17,170,Union County,181,1810
17,170,Vermilion County,183,1830
17,170,Wabash County,185,1850
17,170,Warren County,187,1870
17,170,Washington County,189,1890
17,170,Wayne County,191,1910
17,170,White County,193,1930
17,170,Whiteside County,195,1950
17,170,Will County,197,1970
17,170,Williamson County,199,1990
17,170,Winnebago County,201,2010
17,170,Woodford County,203,2030
18,180,Adams County,001,0010
18,180,Allen County,003,0030
18,180,Bartholomew County,005,0050
18,180,Benton County,007,0070
18,180,Blackford County,009,0090
18,180,Boone County,011,0110
18,180,Brown County,013,0130
18,180,Carroll County,015,0150
18,180,Cass County,017,0170
18,180,Clark County,019,0190
18,180,Clay County,021,0210
18,180,Clinton County,023,0230
18,180,Crawford County,025,0250
18,180,Daviess County,027,0270
18,180,DeKalb County,033,0330
18,180,Dearborn County,029,0290
18,180,Decatur County,031,0310
18,180,Delaware County,035,0350
18,180,Dubois County,037,0370
18,180,Elkhart County,039,0390
18,180,Fayette County,041,0410
18,180,Floyd County,043,0430
18,180,Fountain County,045,0450
18,180,Franklin County,047,0470
18,180,Fulton County,049,0490
18,180,Gibson County,051,0510
18,180,Grant County,053,0530
18,180,Greene County,055,0550
18,180,Hamilton County,057,0570
18,180,Hancock County,059,0590
18,180,Harrison County,061,0610
18,180,Hendricks County,063,0630
18,180,Henry County,065,0650
18,180,Howard County,067,0670
18,180,Huntington County,069,0690
18,180,Jackson County,071,0710
18,180,Jasper County,073,0730
18,180,Jay County,075,0750
18,180,Jefferson County,077,0770
18,180,Jennings County,079,0790
18,180,Johnson County,081,0810
18,180,Knox County,083,0830
18,180,Kosciusko County,085,0850
18,180,LaGrange County,087,0870
18,180,LaPorte County,091,0910
18,180,Lake County,089,0890
18,180,Lawrence County,093,0930
18,180,Madison County,095,0950
18,180,Marion County,097,0970
18,180,Marshall County,099,0990
18,180,Martin County,101,1010
18,180,Miami County,103,1030
18,180,Monroe County,105,1050
18,180,Montgomery County,107,1070
18,180,Morgan County,109,1090
18,180,Newton County,111,1110
18,180,Noble County,113,1130
18,180,Ohio County,115,1150
18,180,Orange County,117,1170
18,180,Owen County,119,1190
18,180,Parke County,121,1210
18,180,Perry County,123,1230
18,180,Pike County,125,1250
18,180,Porter County,127,1270
18,180,Posey County,129,1290
18,180,Pulaski County,131,1310
18,180,Putnam County,133,1330
18,180,Randolph County,135,1350
18,180,Ripley County,137,1370
18,180,Rush County,139,1390
18,180,Scott County,143,1430
18,180,Shelby County,145,1450
18,180,Spencer County,147,1470
18,180,St. Joseph County,141,1410
18,180,Starke County,149,1490
18,180,Steuben County,151,1510
18,180,Sullivan County,153,1530
18,180,Switzerland County,155,1550
18,180,Tippecanoe County,157,1570
18,180,Tipton County,159,1590
18,180,Union County,161,1610
18,180,Vanderburgh County,163,1630
18,180,Vermillion County,165,1650
18,180,Vigo County,167,1670
18,180,Wabash County,169,1690
18,180,Warren County,171,1710
18,180,Warrick County,173,1730
18,180,Washington County,175,1750
18,180,Wayne County,177,1770
18,180,Wells County,179,1790
18,180,White County,181,1810
18,180,Whitley County,183,1830
19,190,Adair County,001,0010
19,190,Adams County,003,0030
19,190,Allamakee County,005,0050
19,190,Appanoose County,007,0070
19,190,Audubon County,009,0090
19,190,Benton County,011,0110
19,190,Black Hawk County,013,0130
19,190,Boone County,015,0150
19,190,Bremer County,017,0170
19,190,Buchanan County,019,0190
19,190,Buena Vista County,021,0210
19,190,Butler County,023,0230
19,190,Calhoun County,025,0250
19,190,Carroll County,027,0270
19,190,Cass County,029,0290
19,190,Cedar County,031,0310
19,190,Cerro Gordo County,033,0330
19,190,Cherokee County,035,0350
19,190,Chickasaw County,037,0370
19,190,Clarke County,039,0390
19,190,Clay County,041,0410
19,190,Clayton County,043,0430
19,190,Clinton County,045,0450
19,190,Crawford County,047,0470
19,190,Dallas County,049,0490
19,190,Davis County,051,0510
19,190,Decatur County,053,0530
19,190,Delaware County,055,0550
19,190,Des Moines County,057,0570
19,190,Dickinson County,059,0590
19,190,Dubuque County,061,0610
19,190,Emmet County,063,0630
19,190,Fayette County,065,0650
19,190,Floyd County,067,0670
19,190,Franklin County,069,0690
19,190,Fremont County,071,0710
19,190,Greene County,073,0730
19,190,Grundy County,075,0750
19,190,Guthrie County,077,0770
19,190,Hamilton County,079,0790
19,190,Hancock County,081,0810
19,190,Hardin County,083,0830
19,190,Harrison County,085,0850
19,190,Henry County,087,0870
19,190,Howard County,089,0890
19,190,Humboldt County,091,0910
19,190,Ida County,093,0930
19,190,Iowa County,095,0950
19,190,Jackson County,097,0970
19,190,Jasper County,099,0990
19,190,Jefferson County,101,1010
19,190,Johnson County,103,1030
19,190,Jones County,105,1050
19,190,Keokuk County,107,1070
19,190,Kossuth County,109,1090
19,190,Lee County,111,1110
19,190,Linn County,113,1130
19,190,Louisa County,115,1150
19,190,Lucas County,117,1170
19,190,Lyon County,119,1190
19,190,Madison County,121,1210
19,190,Mahaska County,123,1230
19,190,Marion County,125,1250
19,190,Marshall County,127,1270
19,190,Mills County,129,1290
19,190,Mitchell County,131,1310
19,190,Monona County,133,1330
19,190,Monroe County,135,1350
19,190,Montgomery County,137,1370
19,190,Muscatine County,139,1390
19,190,O'Brien County,141,1410
19,190,Osceola County,143,1430
19,190,Page County,145,1450
19,190,Palo Alto County,147,1470
19,190,Plymouth County,149,1490
19,190,Pocahontas County,151,1510
19,190,Polk County,153,1530
19,190,Pottawattamie County,155,1550
19,190,Poweshiek County,157,1570
19,190,Ringgold County,159,1590
19,190,Sac County,161,1610
19,190,Scott County,163,1630
19,190,Shelby County,165,1650
19,190,Sioux County,167,1670
19,190,Story County,169,1690
19,190,Tama County,171,1710
19,190,Taylor County,173,1730
19,190,Union County,175,1750
19,190,Van Buren County,177,1770
19,190,Wapello County,179,1790
19,190,Warren County,181,1810
19,190,Washington County,183,1830
19,190,Wayne County,185,1850
19,190,Webster County,187,1870
19,190,Winnebago County,189,1890
19,190,Winneshiek County,191,1910
19,190,Woodbury County,193,1930
19,190,Worth County,195,1950
19,190,Wright County,197,1970
20,200,Allen County,001,0010
20,200,Anderson County,003,0030
20,200,Atchison County,005,0050
20,200,Barber County,007,0070
20,200,Barton County,009,0090
20,200,Bourbon County,011,0110
20,200,Brown County,013,0130
20,200,Butler County,015,0150
20,200,Chase County,017,0170
20,200,Chautauqua County,019,0190
20,200,Cherokee County,021,0210
20,200,Cheyenne County,023,0230
20,200,Clark County,025,0250
20,200,Clay County,027,0270
20,200,Cloud County,029,0290
20,200,Coffey County,031,0310
20,200,Comanche County,033,0330
20,200,Cowley County,035,0350
20,200,Crawford County,037,0370
20,200,Decatur County,039,0390
20,200,Dickinson County,041,0410
20,200,Doniphan County,043,0430
20,200,Douglas County,045,0450
20,200,Edwards County,047,0470
20,200,Elk County,049,0490
20,200,Ellis County,051,0510
20,200,Ellsworth County,053,0530
20,200,Finney County,055,0550
20,200,Ford County,057,0570
20,200,Franklin County,059,0590
20,200,Geary County,061,0610
20,200,Gove County,063,0630
20,200,Graham County,065,0650
20,200,Grant County,067,0670
20,200,Gray County,069,0690
20,200,Greeley County,071,0710
20,200,Greenwood County,073,0730
